,549300DCU7KOL83B3B08,549300RHSQCH106OWF77,-063-,213800VYVNUFHDOEFT08,-023-,5493007EH2ZGRVN96H04,6BS8JLEICI3VGJ264L55,549300KKLDTNOIW0NU52,549300TC772777D7S544,2138001GBION41P49M96,Total,Market_capitalization
2024-04-24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.71,0.0,2.25,19210000000.0
2024-04-23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.26,19210000000.0
2024-04-22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.26,19210000000.0
2024-04-21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.26,19210000000.0
2024-04-20,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.26,19210000000.0
2024-04-19,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-18,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-17,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-16,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-15,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-14,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-13,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-12,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-11,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-10,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.5,1.71,0.0,2.95,19210000000.0
2024-04-09,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,2.45,19210000000.0
2024-04-08,0.05,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,2.45,19210000000.0
2024-04-07,1.81,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.21,19210000000.0
2024-04-06,1.81,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.21,19210000000.0
2024-04-05,1.81,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.21,19210000000.0
2024-04-04,1.81,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.21,19210000000.0
2024-04-03,1.81,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.21,19210000000.0
2024-04-02,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,19210000000.0
2024-04-01,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,19210000000.0
2024-03-31,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,13470000000.0
2024-03-30,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,13470000000.0
2024-03-29,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,13470000000.0
2024-03-28,1.73,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.13,13470000000.0
2024-03-27,1.64,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.04,13470000000.0
2024-03-26,1.64,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.04,13470000000.0
2024-03-25,1.64,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.04,13470000000.0
2024-03-24,1.58,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.98,13470000000.0
2024-03-23,1.58,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.98,13470000000.0
2024-03-22,1.58,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.98,13470000000.0
2024-03-21,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-20,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-19,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-18,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-17,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-16,1.41,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.8099999999999996,13470000000.0
2024-03-15,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.279999999999999,13470000000.0
2024-03-14,1.36,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.2299999999999995,13470000000.0
2024-03-13,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-12,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-11,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-10,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-09,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-08,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-07,1.47,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.34,13470000000.0
2024-03-06,1.52,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.39,13470000000.0
2024-03-05,1.52,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.39,13470000000.0
2024-03-04,1.52,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.39,13470000000.0
2024-03-03,1.48,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.35,13470000000.0
2024-03-02,1.48,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.35,13470000000.0
2024-03-01,1.48,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.35,13470000000.0
2024-02-29,1.48,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.71,0.0,4.35,13470000000.0
2024-02-28,1.59,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.4,13470000000.0
2024-02-27,1.59,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.4,13470000000.0
2024-02-26,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-25,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-24,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-23,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-22,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-21,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-20,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-19,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-18,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-17,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-16,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-15,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-14,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-13,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-12,1.66,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.469999999999999,13470000000.0
2024-02-11,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-10,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-09,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-08,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-07,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-06,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-05,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-04,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-03,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-02,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-02-01,1.7,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.51,13470000000.0
2024-01-31,1.61,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.42,13470000000.0
2024-01-30,1.61,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.42,13470000000.0
2024-01-29,1.51,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.32,13470000000.0
2024-01-28,1.51,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.32,13470000000.0
2024-01-27,1.51,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.32,13470000000.0
2024-01-26,1.51,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.32,13470000000.0
2024-01-25,1.51,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.32,13470000000.0
2024-01-24,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-23,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-22,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-21,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-20,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-19,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-18,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-17,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-16,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-15,1.41,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.219999999999999,13470000000.0
2024-01-14,1.31,0.0,0.69,0.0,0.0,0.0,0.47,0.0,1.65,0.0,4.119999999999999,13470000000.0
2024-01-13,1.31,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.65,0.0,4.6,13470000000.0
2024-01-12,1.31,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.65,0.0,4.6,13470000000.0
2024-01-11,1.31,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.65,0.0,4.6,13470000000.0
2024-01-10,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.65,0.0,4.51,13470000000.0
2024-01-09,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-08,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.69,0.0,4.55,13470000000.0
2024-01-07,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-06,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-05,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-04,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-03,1.22,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.56,13470000000.0
2024-01-02,1.15,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.7,0.0,4.489999999999999,13470000000.0
2024-01-01,1.09,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.69,0.0,4.42,13470000000.0
2023-12-31,1.09,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.69,0.0,4.42,9510000000.0
2023-12-30,1.09,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.69,0.0,4.42,9510000000.0
2023-12-29,1.09,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.69,0.0,4.42,9510000000.0
2023-12-28,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-27,1.08,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.49,9510000000.0
2023-12-26,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-25,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-24,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-23,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-22,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-21,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-20,1.1,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.51,9510000000.0
2023-12-19,1.09,0.0,0.69,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.5,9510000000.0
2023-12-18,1.19,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.62,9510000000.0
2023-12-17,1.19,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.62,9510000000.0
2023-12-16,1.19,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.62,9510000000.0
2023-12-15,1.19,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.62,9510000000.0
2023-12-14,1.19,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.62,9510000000.0
2023-12-13,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-12,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-11,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-10,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-09,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-08,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-07,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-06,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-05,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-04,1.3,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.7299999999999995,9510000000.0
2023-12-03,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-12-02,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-12-01,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-30,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-29,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-28,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-27,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-26,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-25,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-24,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-23,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-22,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-21,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-20,1.26,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.6899999999999995,9510000000.0
2023-11-19,1.16,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.59,9510000000.0
2023-11-18,1.16,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.59,9510000000.0
2023-11-17,1.16,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.59,9510000000.0
2023-11-16,1.16,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.59,9510000000.0
2023-11-15,1.28,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.71,9510000000.0
2023-11-14,1.28,0.0,0.71,0.0,0.0,0.0,0.47,0.48,1.77,0.0,4.71,9510000000.0
2023-11-13,1.28,0.0,0.71,0.0,0.0,0.0,0.53,0.48,1.77,0.0,4.77,9510000000.0
2023-11-12,1.32,0.0,0.71,0.0,0.0,0.0,0.75,0.48,1.77,0.0,5.03,9510000000.0
2023-11-11,1.32,0.0,0.71,0.0,0.0,0.0,0.75,0.48,1.77,0.0,5.03,9510000000.0
2023-11-10,1.32,0.0,0.71,0.0,0.0,0.0,0.75,0.48,1.77,0.0,5.03,9510000000.0
2023-11-09,1.29,0.0,0.71,0.0,0.0,0.0,0.75,0.48,1.77,0.0,5.0,9510000000.0
2023-11-08,1.37,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,5.140000000000001,9510000000.0
2023-11-07,1.44,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,5.21,9510000000.0
2023-11-06,1.39,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,5.16,9510000000.0
2023-11-05,1.22,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,4.99,9510000000.0
2023-11-04,1.22,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,4.99,9510000000.0
2023-11-03,1.22,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,4.99,9510000000.0
2023-11-02,1.22,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,4.99,9510000000.0
2023-11-01,1.22,0.0,0.71,0.0,0.0,0.0,0.81,0.48,1.77,0.0,4.99,9510000000.0
