,5493003FS3JD468P6Z37,54930047VT047QI4EM75,-077-,2138001GBION41P49M96,TIJEY45X097ZK7UNQS80,549300SHI4D0QGWI8X45,6BS8JLEICI3VGJ264L55,Total,Market_capitalization
2025-05-05,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-05-04,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-05-03,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-05-02,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-05-01,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-30,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-29,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-28,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-27,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-26,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-25,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-24,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-23,0.51,0.0,0.45,0.48,0.5,0.48,0.88,3.3,9070000000.0
2025-04-22,0.49,0.0,0.45,0.48,0.48,0.48,0.88,3.26,9070000000.0
2025-04-21,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-20,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-19,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-18,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-17,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-16,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-15,0.53,0.0,0.45,0.48,0.48,0.48,0.88,3.3,9070000000.0
2025-04-14,0.68,0.0,0.45,0.48,0.48,0.48,0.88,3.4499999999999997,9070000000.0
2025-04-13,0.68,0.0,0.45,0.48,0.48,0.48,0.88,3.4499999999999997,9070000000.0
2025-04-12,0.68,0.0,0.45,0.48,0.48,0.48,0.88,3.4499999999999997,9070000000.0
2025-04-11,0.68,0.0,0.45,0.48,0.48,0.48,0.88,3.4499999999999997,9070000000.0
2025-04-10,0.68,0.0,0.45,0.48,0.48,0.48,0.88,3.4499999999999997,9070000000.0
2025-04-09,0.68,0.0,0.45,0.48,0.48,0.48,0.9,3.4699999999999998,9070000000.0
2025-04-08,0.68,0.0,0.45,0.48,0.48,0.48,0.81,3.38,9070000000.0
2025-04-07,0.78,0.0,0.45,0.48,0.48,0.48,0.81,3.48,9070000000.0
2025-04-06,0.78,0.0,0.45,0.48,0.52,0.48,0.81,3.52,9070000000.0
2025-04-05,0.78,0.0,0.45,0.48,0.52,0.48,0.81,3.52,9070000000.0
2025-04-04,0.78,0.0,0.45,0.48,0.52,0.48,0.81,3.52,9070000000.0
2025-04-03,0.82,0.0,0.45,0.48,0.52,0.48,0.81,3.56,9070000000.0
2025-04-02,0.82,0.0,0.45,0.53,0.52,0.48,0.81,3.6100000000000003,9070000000.0
2025-04-01,0.82,0.0,0.45,0.53,0.52,0.48,0.78,3.58,9070000000.0
2025-03-31,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-30,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-29,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-28,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-27,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-26,0.82,0.0,0.45,0.53,0.52,0.48,0.89,3.6900000000000004,9070000000.0
2025-03-25,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-24,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-23,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-22,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-21,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-20,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-19,0.71,0.0,0.45,0.53,0.52,0.48,0.97,3.66,9070000000.0
2025-03-18,0.71,0.0,0.45,0.53,0.52,0.48,1.0,3.69,9070000000.0
2025-03-17,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-16,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-15,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-14,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-13,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-12,0.71,0.0,0.45,0.53,0.52,0.48,0.91,3.6,9070000000.0
2025-03-11,0.64,0.0,0.45,0.64,0.52,0.48,0.81,3.54,9070000000.0
2025-03-10,0.64,0.0,0.45,0.64,0.52,0.48,0.81,3.54,9070000000.0
2025-03-09,0.64,0.0,0.45,0.64,0.52,0.48,0.73,3.46,9070000000.0
2025-03-08,0.64,0.0,0.45,0.64,0.52,0.48,0.73,3.46,9070000000.0
2025-03-07,0.64,0.0,0.45,0.64,0.52,0.48,0.73,3.46,9070000000.0
2025-03-06,0.64,0.0,0.45,0.64,0.52,0.48,0.73,3.46,9070000000.0
2025-03-05,0.64,0.0,0.45,0.64,0.45,0.48,0.61,3.27,9070000000.0
2025-03-04,0.5,0.0,0.45,0.79,0.45,0.48,0.61,3.28,9070000000.0
2025-03-03,0.5,0.0,0.45,0.79,0.45,0.48,0.61,3.28,9070000000.0
2025-03-02,0.5,0.0,0.45,0.79,0.45,0.48,0.61,3.28,9070000000.0
2025-03-01,0.5,0.0,0.45,0.79,0.45,0.48,0.61,3.28,9070000000.0
2025-02-28,0.5,0.0,0.45,0.79,0.45,0.48,0.61,3.28,9070000000.0
2025-02-27,0.5,0.0,0.45,0.79,0.45,0.5,0.5,3.19,9070000000.0
2025-02-26,0.49,0.0,0.45,0.79,0.45,0.49,0.5,3.17,9070000000.0
2025-02-25,0.49,0.0,0.45,0.79,0.45,0.49,0.5,3.17,9070000000.0
2025-02-24,0.49,0.0,0.45,0.79,0.45,0.49,0.0,2.67,9070000000.0
2025-02-23,0.49,0.0,0.45,0.79,0.45,0.49,0.0,2.67,9070000000.0
2025-02-22,0.49,0.0,0.45,0.79,0.45,0.49,0.0,2.67,9070000000.0
2025-02-21,0.49,0.0,0.45,0.79,0.45,0.49,0.0,2.67,9070000000.0
2025-02-20,0.49,0.0,0.45,0.83,0.45,0.49,0.0,2.71,9070000000.0
2025-02-19,0.49,0.0,0.45,0.83,0.45,0.49,0.0,2.71,9070000000.0
2025-02-18,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-17,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-16,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-15,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-14,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-13,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-12,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-11,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-10,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-09,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-08,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-07,0.49,0.0,0.45,0.93,0.45,0.49,0.0,2.8100000000000005,9070000000.0
2025-02-06,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-02-05,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-02-04,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-02-03,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-02-02,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-02-01,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-31,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-30,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-29,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-28,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-27,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-26,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-25,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-24,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-23,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-22,0.5,0.0,0.45,0.88,0.45,0.49,0.0,2.7700000000000005,9070000000.0
2025-01-21,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-20,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-19,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-18,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-17,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-16,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-15,0.49,0.0,0.45,0.88,0.45,0.49,0.0,2.76,9070000000.0
2025-01-14,0.49,0.0,0.59,0.88,0.45,0.49,0.0,2.9000000000000004,9070000000.0
2025-01-13,0.49,0.0,0.59,0.88,0.45,0.49,0.0,2.9000000000000004,9070000000.0
2025-01-12,0.49,0.0,0.59,0.88,0.45,0.49,0.0,2.9000000000000004,9070000000.0
2025-01-11,0.49,0.0,0.59,0.88,0.45,0.49,0.0,2.9000000000000004,9070000000.0
2025-01-10,0.49,0.0,0.59,0.88,0.45,0.49,0.0,2.9000000000000004,9070000000.0
2025-01-09,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-08,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-07,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-06,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-05,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-04,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-03,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,9070000000.0
2025-01-02,0.51,0.0,0.61,0.88,0.45,0.49,0.0,2.9400000000000004,9070000000.0
2025-01-01,0.51,0.0,0.61,0.88,0.45,0.49,0.0,2.9400000000000004,9070000000.0
2024-12-31,0.51,0.0,0.61,0.88,0.45,0.49,0.0,2.9400000000000004,7790000000.0
2024-12-30,0.51,0.0,0.61,0.88,0.45,0.49,0.0,2.9400000000000004,7790000000.0
2024-12-29,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,7790000000.0
2024-12-28,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,7790000000.0
2024-12-27,0.49,0.0,0.61,0.88,0.45,0.49,0.0,2.92,7790000000.0
2024-12-26,0.59,0.0,0.61,0.88,0.45,0.49,0.0,3.0200000000000005,7790000000.0
2024-12-25,0.59,0.0,0.61,0.88,0.45,0.49,0.0,3.0200000000000005,7790000000.0
2024-12-24,0.59,0.0,0.61,0.88,0.45,0.49,0.0,3.0200000000000005,7790000000.0
2024-12-23,0.59,0.0,0.61,0.88,0.45,0.49,0.0,3.0200000000000005,7790000000.0
2024-12-22,0.59,0.0,0.61,0.88,0.45,0.52,0.0,3.0500000000000003,7790000000.0
2024-12-21,0.59,0.0,0.61,0.88,0.45,0.52,0.0,3.0500000000000003,7790000000.0
2024-12-20,0.59,0.0,0.61,0.88,0.45,0.52,0.0,3.0500000000000003,7790000000.0
2024-12-19,0.59,0.0,0.61,0.88,0.45,0.52,0.0,3.0500000000000003,7790000000.0
2024-12-18,0.59,0.0,0.61,0.88,0.45,0.52,0.0,3.0500000000000003,7790000000.0
2024-12-17,0.59,0.0,0.61,0.88,0.45,0.0,0.0,2.5300000000000002,7790000000.0
2024-12-16,0.6,0.0,0.61,0.88,0.45,0.0,0.0,2.54,7790000000.0
2024-12-15,0.6,0.0,0.61,0.88,0.45,0.0,0.0,2.54,7790000000.0
2024-12-14,0.6,0.0,0.61,0.88,0.45,0.0,0.0,2.54,7790000000.0
2024-12-13,0.6,0.0,0.61,0.88,0.45,0.0,0.0,2.54,7790000000.0
2024-12-12,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-11,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-10,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-09,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-08,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-07,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-06,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-05,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-04,0.6,0.0,0.61,0.98,0.45,0.0,0.0,2.64,7790000000.0
2024-12-03,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-12-02,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-12-01,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-11-30,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-11-29,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-11-28,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-11-27,0.55,0.0,0.61,0.98,0.45,0.0,0.0,2.5900000000000003,7790000000.0
2024-11-26,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-25,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-24,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-23,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-22,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-21,0.69,0.0,0.61,0.98,0.45,0.0,0.0,2.73,7790000000.0
2024-11-20,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-19,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-18,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-17,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-16,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-15,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-14,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-13,0.79,0.0,0.61,0.98,0.45,0.0,0.0,2.83,7790000000.0
2024-11-12,0.79,0.0,0.54,0.98,0.45,0.0,0.0,2.7600000000000002,7790000000.0
2024-11-11,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-10,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-09,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-08,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-07,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-06,0.8,0.0,0.54,1.04,0.45,0.0,0.0,2.83,7790000000.0
2024-11-05,0.8,0.0,0.54,0.81,0.51,0.0,0.0,2.66,7790000000.0
2024-11-04,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-11-03,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-11-02,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-11-01,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-10-31,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-10-30,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-10-29,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-10-28,0.8,0.0,0.0,1.08,0.51,0.0,0.0,2.39,7790000000.0
2024-10-27,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-26,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-25,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-24,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-23,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-22,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-21,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-20,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-19,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-18,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-17,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-16,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-15,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-14,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-13,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-12,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-11,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-10,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-09,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-08,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-07,0.8,0.0,0.0,2.18,0.51,0.0,0.0,3.49,7790000000.0
2024-10-06,0.8,0.0,0.0,2.01,0.51,0.0,0.0,3.3199999999999994,7790000000.0
2024-10-05,0.8,0.0,0.0,2.01,0.51,0.0,0.0,3.3199999999999994,7790000000.0
2024-10-04,0.8,0.0,0.0,2.01,0.51,0.0,0.0,3.3199999999999994,7790000000.0
2024-10-03,0.8,0.0,0.0,1.94,0.51,0.0,0.0,3.25,7790000000.0
2024-10-02,0.8,0.0,0.0,1.94,0.51,0.0,0.0,3.25,7790000000.0
2024-10-01,0.8,0.0,0.0,1.82,0.51,0.0,0.0,3.13,7790000000.0
2024-09-30,0.8,0.0,0.0,1.71,0.51,0.0,0.0,3.0199999999999996,9790000000.0
2024-09-29,0.8,0.0,0.0,1.71,0.0,0.0,0.0,2.51,9790000000.0
2024-09-28,0.8,0.0,0.0,1.71,0.0,0.0,0.0,2.51,9790000000.0
2024-09-27,0.8,0.0,0.0,1.71,0.0,0.0,0.0,2.51,9790000000.0
2024-09-26,0.8,0.0,0.0,1.71,0.0,0.0,0.0,2.51,9790000000.0
2024-09-25,0.8,0.0,0.0,0.81,0.0,0.0,0.0,1.61,9790000000.0
2024-09-24,0.8,0.0,0.0,0.81,0.0,0.0,0.0,1.61,9790000000.0
2024-09-23,0.8,0.0,0.0,0.81,0.0,0.0,0.0,1.61,9790000000.0
