,5493003FS3JD468P6Z37,549300I3U59T2U620T86,6BS8JLEICI3VGJ264L55,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,TNWE6LERP1CI9IDAZB80,0M6M8M9HXLW8D3AU0N32,549300ARVD4LVNCUBN81,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,549300GC5MDF1KXYMP06,549300RK1FB0VMTPD087,549300A1ZLHM70N6U553,Q0HK1ORK3JOMOF7R6K47,Total,Market_capitalization
2025-04-28,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-27,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-26,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-25,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-24,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-23,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-22,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-21,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-20,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-19,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-18,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-17,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-16,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-15,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-14,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-13,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-12,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-11,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-10,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-09,0.0,0.0,0.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,2010000000.0
2025-04-08,0.0,0.0,0.47,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399999999999999,2010000000.0
2025-04-07,0.0,0.0,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2010000000.0
2025-04-06,0.0,0.0,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2010000000.0
2025-04-05,0.0,0.0,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2010000000.0
2025-04-04,0.0,0.0,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2010000000.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2010000000.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2010000000.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2010000000.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2010000000.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,2010000000.0
2025-03-24,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2010000000.0
2025-03-23,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2010000000.0
2025-03-22,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2010000000.0
2025-03-21,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2010000000.0
2025-03-20,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2010000000.0
2025-03-19,0.0,0.0,0.59,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2010000000.0
2025-03-18,0.0,0.0,0.59,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2010000000.0
2025-03-17,0.0,0.0,0.59,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2010000000.0
2025-03-16,0.0,0.0,0.6,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,2010000000.0
2025-03-15,0.0,0.0,0.6,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,2010000000.0
2025-03-14,0.0,0.0,0.6,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,2010000000.0
2025-03-13,0.0,0.0,0.6,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,2.0599999999999996,2010000000.0
2025-03-12,0.0,0.0,0.56,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,2.02,2010000000.0
2025-03-11,0.0,0.0,0.65,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,2.1100000000000003,2010000000.0
2025-03-10,0.0,0.0,0.65,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.12,2010000000.0
2025-03-09,0.0,0.0,0.74,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.21,2010000000.0
2025-03-08,0.0,0.0,0.74,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.21,2010000000.0
2025-03-07,0.0,0.0,0.74,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.21,2010000000.0
2025-03-06,0.0,0.0,0.89,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.44,2010000000.0
2025-03-05,0.0,0.0,0.89,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.44,2010000000.0
2025-03-04,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-03-03,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-03-02,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-03-01,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-28,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-27,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-26,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-25,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-24,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-23,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-22,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-21,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-20,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-19,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-18,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-17,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-16,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-15,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-14,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-13,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-12,0.0,0.0,0.95,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2010000000.0
2025-02-11,0.0,0.0,0.8,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.35,2010000000.0
2025-02-10,0.0,0.0,0.8,0.0,0.0,0.49,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84,2010000000.0
2025-02-09,0.0,0.0,0.8,0.0,0.0,0.49,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84,2010000000.0
2025-02-08,0.0,0.0,0.8,0.0,0.0,0.49,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84,2010000000.0
2025-02-07,0.0,0.0,0.8,0.0,0.0,0.49,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84,2010000000.0
2025-02-06,0.0,0.0,0.8,0.0,0.0,0.49,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84,2010000000.0
2025-02-05,0.0,0.0,0.8,0.0,0.0,0.55,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.9000000000000004,2010000000.0
2025-02-04,0.0,0.0,0.79,0.0,0.0,0.55,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.89,2010000000.0
2025-02-03,0.0,0.0,0.79,0.0,0.0,0.55,1.11,0.0,0.0,0.48,0.0,0.0,0.0,0.5,0.0,0.0,3.43,2010000000.0
2025-02-02,0.0,0.0,0.8,0.0,0.0,0.55,1.11,0.0,0.0,0.48,0.0,0.0,0.0,0.5,0.0,0.0,3.44,2010000000.0
2025-02-01,0.0,0.0,0.8,0.0,0.0,0.55,1.11,0.0,0.0,0.48,0.0,0.0,0.0,0.5,0.0,0.0,3.44,2010000000.0
2025-01-31,0.0,0.0,0.8,0.0,0.0,0.55,1.11,0.0,0.0,0.48,0.0,0.0,0.0,0.5,0.0,0.0,3.44,2010000000.0
2025-01-30,0.0,0.0,0.72,0.0,0.0,0.55,1.11,0.0,0.49,0.48,0.0,0.0,0.0,0.5,0.0,0.0,3.85,2010000000.0
2025-01-29,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.49,0.58,0.0,0.0,0.0,0.5,0.0,0.0,4.09,2010000000.0
2025-01-28,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.49,0.58,0.0,0.0,0.0,0.5,0.0,0.44,4.53,2010000000.0
2025-01-27,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.0,0.0,0.0,0.5,0.0,0.44,4.54,2010000000.0
2025-01-26,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.0,0.0,0.0,0.5,0.0,0.44,4.54,2010000000.0
2025-01-25,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.0,0.0,0.0,0.5,0.0,0.44,4.54,2010000000.0
2025-01-24,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.0,0.0,0.0,0.5,0.0,0.44,4.54,2010000000.0
2025-01-23,0.0,0.0,0.72,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.08,0.0,0.0,0.5,0.0,0.51,4.6899999999999995,2010000000.0
2025-01-22,0.0,0.0,0.68,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.08,0.0,0.0,0.5,0.0,0.51,4.65,2010000000.0
2025-01-21,0.0,0.0,0.68,0.0,0.0,0.69,1.11,0.0,0.5,0.58,0.08,0.0,0.0,0.5,0.49,0.0,4.630000000000001,2010000000.0
2025-01-20,0.0,0.0,0.68,0.0,0.0,0.69,1.11,0.0,0.5,0.67,2.23,0.0,0.0,0.5,0.49,0.0,6.870000000000001,2010000000.0
2025-01-19,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.67,2.23,0.0,0.0,0.5,0.49,0.0,6.9,2010000000.0
2025-01-18,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.67,2.23,0.0,0.0,0.5,0.49,0.0,6.9,2010000000.0
2025-01-17,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.67,2.23,0.0,0.0,0.5,0.49,0.0,6.9,2010000000.0
2025-01-16,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.7,2.23,0.0,0.0,0.5,0.51,0.0,6.949999999999999,2010000000.0
2025-01-15,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.7,2.23,0.0,0.0,0.5,0.0,0.0,6.4399999999999995,2010000000.0
2025-01-14,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.7,2.23,0.0,0.0,0.5,0.0,0.0,6.4399999999999995,2010000000.0
2025-01-13,0.0,0.0,0.68,0.0,0.0,0.72,1.11,0.0,0.5,0.65,2.3,0.0,0.0,0.5,0.0,0.0,6.459999999999999,2010000000.0
2025-01-12,0.0,0.0,0.76,0.0,0.0,0.72,1.07,0.0,0.0,0.65,2.22,0.0,0.0,0.5,0.0,0.0,5.92,2010000000.0
2025-01-11,0.0,0.0,0.76,0.0,0.0,0.72,1.07,0.0,0.0,0.65,2.22,0.0,0.0,0.5,0.0,0.0,5.92,2010000000.0
2025-01-10,0.0,0.0,0.76,0.0,0.0,0.72,1.07,0.0,0.0,0.65,2.22,0.0,0.0,0.5,0.0,0.0,5.92,2010000000.0
2025-01-09,0.0,0.0,0.76,0.0,0.0,0.63,1.07,0.0,0.0,0.65,2.22,0.0,0.0,0.5,0.0,0.0,5.83,2010000000.0
2025-01-08,0.0,0.0,0.76,0.0,0.0,0.63,1.07,0.0,0.0,0.52,2.19,0.0,0.0,0.5,0.0,0.0,5.67,2010000000.0
2025-01-07,0.0,0.0,0.76,0.0,0.0,0.63,1.07,0.0,0.0,0.52,2.19,0.0,0.0,0.0,0.0,0.0,5.17,2010000000.0
2025-01-06,0.0,0.0,0.89,0.0,0.0,0.63,1.07,0.0,0.0,0.0,2.21,0.0,0.0,0.48,0.0,0.0,5.279999999999999,2010000000.0
2025-01-05,0.0,0.0,0.89,0.0,0.0,0.63,1.07,0.0,0.0,0.0,2.21,0.0,0.0,0.48,0.0,0.0,5.279999999999999,2010000000.0
2025-01-04,0.0,0.0,0.89,0.0,0.0,0.63,1.07,0.0,0.0,0.0,2.21,0.0,0.0,0.48,0.0,0.0,5.279999999999999,2010000000.0
2025-01-03,0.0,0.0,0.89,0.0,0.0,0.63,1.07,0.0,0.0,0.0,2.21,0.0,0.0,0.48,0.0,0.0,5.279999999999999,2010000000.0
2025-01-02,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.48,0.0,0.0,5.040000000000001,2010000000.0
2025-01-01,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.52,0.0,0.0,5.08,2010000000.0
2024-12-31,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.52,0.0,0.0,5.08,2130000000.0
2024-12-30,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.52,0.0,0.0,5.08,2130000000.0
2024-12-29,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.52,0.0,0.0,5.08,2130000000.0
2024-12-28,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.0,1.98,0.0,0.0,0.52,0.0,0.0,5.08,2130000000.0
2024-12-27,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.48,1.98,0.0,0.0,0.52,0.0,0.0,5.5600000000000005,2130000000.0
2024-12-26,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.48,1.98,0.0,0.0,0.52,0.0,0.0,5.5600000000000005,2130000000.0
2024-12-25,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.48,1.98,0.0,0.0,0.52,0.0,0.0,5.5600000000000005,2130000000.0
2024-12-24,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.48,1.98,0.0,0.0,0.52,0.0,0.0,5.5600000000000005,2130000000.0
2024-12-23,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.48,1.98,0.0,0.0,0.52,0.0,0.0,5.5600000000000005,2130000000.0
2024-12-22,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.5,1.98,0.0,0.0,0.52,0.0,0.0,5.58,2130000000.0
2024-12-21,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.5,1.98,0.0,0.0,0.52,0.0,0.0,5.58,2130000000.0
2024-12-20,0.0,0.0,0.92,0.0,0.0,0.59,1.07,0.0,0.0,0.5,1.98,0.0,0.0,0.52,0.0,0.0,5.58,2130000000.0
2024-12-19,0.0,0.0,1.01,0.0,0.0,0.59,1.07,0.0,0.49,0.5,1.84,0.0,0.0,0.52,0.0,0.0,6.02,2130000000.0
2024-12-18,0.0,0.0,1.01,0.0,0.0,0.59,1.07,0.0,0.49,0.5,1.75,0.0,0.0,0.52,0.0,0.0,5.93,2130000000.0
2024-12-17,0.0,0.0,0.9,0.0,0.0,0.59,1.07,0.0,0.49,0.5,1.75,0.0,0.49,0.52,0.0,0.0,6.3100000000000005,2130000000.0
2024-12-16,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.66,0.0,0.49,0.52,0.0,0.0,6.25,2130000000.0
2024-12-15,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.57,0.0,0.49,0.52,0.0,0.0,6.16,2130000000.0
2024-12-14,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.57,0.0,0.49,0.52,0.0,0.0,6.16,2130000000.0
2024-12-13,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.57,0.0,0.49,0.52,0.0,0.0,6.16,2130000000.0
2024-12-12,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.48,0.0,0.55,0.52,0.0,0.0,6.130000000000001,2130000000.0
2024-12-11,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.5,1.53,0.0,0.6,0.52,0.0,0.0,6.23,2130000000.0
2024-12-10,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.49,1.53,0.0,0.6,0.52,0.0,0.0,6.220000000000001,2130000000.0
2024-12-09,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.49,1.53,0.0,0.6,0.52,0.0,0.0,6.220000000000001,2130000000.0
2024-12-08,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.49,1.53,0.0,0.6,0.52,0.0,0.0,6.220000000000001,2130000000.0
2024-12-07,0.0,0.0,0.9,0.0,0.0,0.6,1.07,0.0,0.51,0.49,1.53,0.0,0.6,0.52,0.0,0.0,6.220000000000001,2130000000.0
