,5493003FS3JD468P6Z37,549300I3U59T2U620T86,6BS8JLEICI3VGJ264L55,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,TNWE6LERP1CI9IDAZB80,0M6M8M9HXLW8D3AU0N32,549300ARVD4LVNCUBN81,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,549300GC5MDF1KXYMP06,549300RK1FB0VMTPD087,549300A1ZLHM70N6U553,Q0HK1ORK3JOMOF7R6K47,Total,Market_capitalization
2024-07-16,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.59,0.57,0.9,0.0,0.0,0.0,0.0,0.0,4.05,2370000000.0
2024-07-15,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.59,0.57,0.9,0.0,0.0,0.0,0.0,0.0,4.05,2370000000.0
2024-07-14,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.59,0.6,0.86,0.0,0.0,0.0,0.0,0.0,4.04,2370000000.0
2024-07-13,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.59,0.6,0.86,0.0,0.0,0.0,0.0,0.0,4.04,2370000000.0
2024-07-12,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.59,0.6,0.86,0.49,0.0,0.0,0.0,0.0,4.53,2370000000.0
2024-07-11,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.6,0.86,0.49,0.0,0.0,0.0,0.0,5.73,2370000000.0
2024-07-10,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.6,0.92,0.49,0.0,0.0,0.0,0.0,5.79,2370000000.0
2024-07-09,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.52,0.92,0.59,0.0,0.0,0.0,0.0,5.81,2370000000.0
2024-07-08,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.52,0.83,0.59,0.0,0.0,0.0,0.0,5.72,2370000000.0
2024-07-07,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.0,0.83,0.59,0.0,0.0,0.0,0.0,5.199999999999999,2370000000.0
2024-07-06,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.0,0.83,0.59,0.0,0.0,0.0,0.0,5.199999999999999,2370000000.0
2024-07-05,0.0,0.0,1.99,0.0,0.0,0.0,1.2,0.0,0.59,0.0,0.83,0.59,0.0,0.0,0.0,0.0,5.199999999999999,2370000000.0
2024-07-04,0.0,0.0,1.99,0.0,0.0,0.49,1.2,0.0,0.59,0.0,0.83,0.59,0.0,0.0,0.0,0.0,5.6899999999999995,2370000000.0
2024-07-03,0.0,0.0,1.99,0.0,0.0,0.49,1.2,0.0,0.59,0.0,0.83,0.59,0.0,0.0,0.0,0.0,5.6899999999999995,2370000000.0
2024-07-02,0.0,0.0,1.99,0.0,0.0,0.49,1.2,0.0,0.59,0.0,0.83,0.68,0.0,0.0,0.0,0.0,5.779999999999999,2370000000.0
2024-07-01,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.83,0.68,0.0,0.0,0.0,0.0,5.819999999999999,2370000000.0
2024-06-30,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.92,0.68,0.0,0.0,0.0,0.0,5.909999999999999,2160000000.0
2024-06-29,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.92,0.68,0.0,0.0,0.0,0.0,5.909999999999999,2160000000.0
2024-06-28,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.92,0.68,0.0,0.0,0.0,0.0,5.909999999999999,2160000000.0
2024-06-27,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.7,0.68,0.0,0.0,0.0,0.0,5.6899999999999995,2160000000.0
2024-06-26,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.59,0.0,0.7,0.68,0.0,0.0,0.0,0.0,5.6899999999999995,2160000000.0
2024-06-25,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-24,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-23,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-22,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-21,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-20,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.64,0.68,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-06-19,0.0,0.0,1.99,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.75,0.68,0.0,0.0,0.0,0.0,5.819999999999999,2160000000.0
2024-06-18,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.75,0.68,0.0,0.0,0.0,0.0,5.91,2160000000.0
2024-06-17,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.84,0.7,0.0,0.0,0.0,0.0,6.0200000000000005,2160000000.0
2024-06-16,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.74,0.7,0.0,0.0,0.0,0.0,5.920000000000001,2160000000.0
2024-06-15,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.74,0.7,0.0,0.0,0.0,0.0,5.920000000000001,2160000000.0
2024-06-14,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.74,0.7,0.0,0.0,0.0,0.0,5.920000000000001,2160000000.0
2024-06-13,0.0,0.0,2.08,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.74,0.63,0.0,0.0,0.0,0.0,5.8500000000000005,2160000000.0
2024-06-12,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.66,0.63,0.0,0.0,0.0,0.0,5.8,2160000000.0
2024-06-11,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.7,0.63,0.0,0.0,0.0,0.0,5.84,2160000000.0
2024-06-10,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.67,0.0,0.62,0.63,0.0,0.0,0.0,0.0,5.76,2160000000.0
2024-06-09,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.62,0.51,0.0,0.0,0.0,0.0,5.68,2160000000.0
2024-06-08,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.62,0.51,0.0,0.0,0.0,0.0,5.68,2160000000.0
2024-06-07,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.62,0.51,0.0,0.0,0.0,0.0,5.68,2160000000.0
2024-06-06,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.62,0.51,0.0,0.0,0.0,0.0,5.68,2160000000.0
2024-06-05,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.51,0.0,0.0,0.0,0.0,5.6,2160000000.0
2024-06-04,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.0,0.0,0.0,0.0,0.0,5.09,2160000000.0
2024-06-03,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.0,0.0,0.0,0.0,0.0,5.09,2160000000.0
2024-06-02,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.0,0.0,0.0,0.0,0.0,5.09,2160000000.0
2024-06-01,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.0,0.0,0.0,0.0,0.0,5.09,2160000000.0
2024-05-31,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.71,0.0,0.54,0.0,0.0,0.0,0.0,0.0,5.09,2160000000.0
2024-05-30,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.6,0.0,0.54,0.0,0.0,0.0,0.0,0.0,4.9799999999999995,2160000000.0
2024-05-29,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4399999999999995,2160000000.0
2024-05-28,0.0,0.0,2.11,0.0,0.0,0.53,1.2,0.0,0.6,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.93,2160000000.0
2024-05-27,0.0,0.0,2.11,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.49,0.0,0.0,0.0,0.0,0.0,5.08,2160000000.0
2024-05-26,0.0,0.0,2.11,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.49,0.0,0.0,0.0,0.0,0.0,5.08,2160000000.0
2024-05-25,0.0,0.0,2.11,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.49,0.0,0.0,0.0,0.0,0.0,5.08,2160000000.0
2024-05-24,0.0,0.0,2.11,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.49,0.0,0.0,0.0,0.0,0.0,5.08,2160000000.0
2024-05-23,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-22,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-21,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-20,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-19,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-18,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-17,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-16,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-15,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-14,0.0,0.0,2.04,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,5.039999999999999,2160000000.0
2024-05-13,0.0,0.0,2.19,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2160000000.0
2024-05-12,0.0,0.0,2.19,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2160000000.0
2024-05-11,0.0,0.0,2.19,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2160000000.0
2024-05-10,0.0,0.0,2.19,0.0,0.0,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2160000000.0
2024-05-09,0.0,0.0,2.19,0.0,0.49,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,2160000000.0
2024-05-08,0.0,0.0,2.19,0.0,0.49,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,2160000000.0
2024-05-07,0.0,0.0,2.19,0.0,0.49,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,2160000000.0
2024-05-06,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-05-05,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-05-04,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-05-03,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-05-02,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-05-01,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-04-30,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995,2160000000.0
2024-04-29,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,5.709999999999999,2160000000.0
2024-04-28,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2160000000.0
2024-04-27,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2160000000.0
2024-04-26,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2160000000.0
2024-04-25,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2160000000.0
2024-04-24,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-23,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-22,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-21,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-20,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-19,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2160000000.0
2024-04-18,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.85,2160000000.0
2024-04-17,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2160000000.0
2024-04-16,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.779999999999999,2160000000.0
2024-04-15,0.0,0.0,2.19,0.0,0.56,0.72,1.2,0.0,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.779999999999999,2160000000.0
2024-04-14,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-13,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-12,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-11,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-10,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-09,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-08,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-07,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-06,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-05,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-04,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-03,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2160000000.0
2024-04-02,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.59,0.49,0.0,0.0,0.0,0.0,0.0,0.0,5.71,2160000000.0
2024-04-01,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2160000000.0
2024-03-31,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2710000000.0
2024-03-30,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2710000000.0
2024-03-29,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2710000000.0
2024-03-28,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2710000000.0
2024-03-27,0.0,0.0,2.19,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.76,2710000000.0
2024-03-26,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-25,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-24,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-23,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-22,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-21,0.0,0.0,2.24,0.0,0.56,0.68,1.2,0.0,0.61,0.52,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2710000000.0
2024-03-20,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.48,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.370000000000001,2710000000.0
2024-03-19,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.48,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.370000000000001,2710000000.0
2024-03-18,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.48,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.370000000000001,2710000000.0
2024-03-17,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2710000000.0
2024-03-16,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2710000000.0
2024-03-15,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2710000000.0
2024-03-14,0.0,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.390000000000001,2710000000.0
2024-03-13,0.41,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,2710000000.0
2024-03-12,0.41,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,2710000000.0
2024-03-11,0.41,0.0,2.24,0.0,0.67,0.73,1.2,0.5,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,2710000000.0
2024-03-10,0.56,0.0,2.24,0.0,0.67,0.73,1.14,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,2710000000.0
2024-03-09,0.56,0.0,2.24,0.0,0.67,0.73,1.14,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,2710000000.0
2024-03-08,0.56,0.0,2.24,0.0,0.67,0.73,1.14,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,2710000000.0
2024-03-07,0.56,0.0,2.24,0.0,0.67,0.73,1.14,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,2710000000.0
2024-03-06,0.56,0.0,2.24,0.0,0.67,0.73,1.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,2710000000.0
2024-03-05,0.56,0.0,2.24,0.0,0.67,0.73,1.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,2710000000.0
2024-03-04,0.56,0.0,2.11,0.0,0.67,0.73,1.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1000000000000005,2710000000.0
2024-03-03,0.56,0.0,1.91,0.0,0.67,0.73,0.82,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,2710000000.0
2024-03-02,0.56,0.0,1.91,0.0,0.67,0.73,0.82,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,2710000000.0
2024-03-01,0.56,0.0,1.91,0.0,0.67,0.73,0.82,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,2710000000.0
2024-02-29,0.56,0.0,1.81,0.0,0.67,0.6,0.82,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,2710000000.0
2024-02-28,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
