,5493003FS3JD468P6Z37,549300I3U59T2U620T86,6BS8JLEICI3VGJ264L55,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,TNWE6LERP1CI9IDAZB80,0M6M8M9HXLW8D3AU0N32,549300ARVD4LVNCUBN81,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,549300GC5MDF1KXYMP06,549300RK1FB0VMTPD087,549300A1ZLHM70N6U553,Q0HK1ORK3JOMOF7R6K47,Total,Market_capitalization
2024-02-27,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-26,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-25,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-24,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-23,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-22,0.56,0.0,1.61,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2710000000.0
2024-02-21,0.56,0.0,1.54,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-20,0.56,0.0,1.54,0.0,0.67,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-19,0.56,0.0,1.54,0.0,0.67,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2710000000.0
2024-02-18,0.56,0.0,1.54,0.0,0.67,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2710000000.0
2024-02-17,0.56,0.0,1.54,0.0,0.67,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2710000000.0
2024-02-16,0.56,0.0,1.54,0.0,0.67,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2710000000.0
2024-02-15,0.56,0.0,1.54,0.0,0.67,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2710000000.0
2024-02-14,0.56,0.0,1.54,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2710000000.0
2024-02-13,0.56,0.0,1.54,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2710000000.0
2024-02-12,0.56,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,2710000000.0
2024-02-11,0.62,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2710000000.0
2024-02-10,0.62,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2710000000.0
2024-02-09,0.62,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2710000000.0
2024-02-08,0.62,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2710000000.0
2024-02-07,0.62,0.0,1.45,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2710000000.0
2024-02-06,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-05,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-04,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-03,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-02,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-02-01,0.88,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,2710000000.0
2024-01-31,0.88,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2710000000.0
2024-01-30,0.88,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2710000000.0
2024-01-29,0.88,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2710000000.0
2024-01-28,0.98,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,2710000000.0
2024-01-27,0.98,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,2710000000.0
2024-01-26,0.98,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,2710000000.0
2024-01-25,0.98,0.0,1.29,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,2710000000.0
2024-01-24,0.98,0.0,1.3,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,2710000000.0
2024-01-23,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-22,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-21,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-20,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-19,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-18,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-17,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-16,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-15,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-14,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-13,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-12,0.98,0.0,1.2,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2710000000.0
2024-01-11,0.98,0.0,1.11,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2710000000.0
2024-01-10,0.98,0.0,1.11,0.0,0.69,0.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2710000000.0
2024-01-09,1.04,0.0,1.06,0.0,0.69,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2710000000.0
2024-01-08,1.04,0.0,1.06,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2710000000.0
2024-01-07,1.04,0.0,1.06,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2710000000.0
2024-01-06,1.04,0.0,1.06,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2710000000.0
2024-01-05,1.04,0.0,1.06,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2710000000.0
2024-01-04,1.04,0.0,1.06,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2710000000.0
2024-01-03,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,2710000000.0
2024-01-02,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,2710000000.0
2024-01-01,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,2710000000.0
2023-12-31,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,3570000000.0
2023-12-30,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,3570000000.0
2023-12-29,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,3570000000.0
2023-12-28,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,3570000000.0
2023-12-27,1.04,0.0,1.15,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7099999999999995,3570000000.0
2023-12-26,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-25,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-24,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-23,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-22,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-21,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-20,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-19,1.04,0.0,1.21,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3570000000.0
2023-12-18,1.04,0.0,1.18,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7399999999999998,3570000000.0
2023-12-17,1.04,0.0,1.18,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7399999999999998,3570000000.0
2023-12-16,1.04,0.0,1.18,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7399999999999998,3570000000.0
2023-12-15,1.04,0.0,1.18,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7399999999999998,3570000000.0
2023-12-14,1.04,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7600000000000002,3570000000.0
2023-12-13,0.96,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,3570000000.0
2023-12-12,1.01,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,3570000000.0
2023-12-11,0.95,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6699999999999995,3570000000.0
2023-12-10,0.95,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6699999999999995,3570000000.0
2023-12-09,0.95,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6699999999999995,3570000000.0
2023-12-08,0.95,0.0,1.2,0.0,0.7,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6699999999999995,3570000000.0
2023-12-07,0.88,0.0,1.2,0.0,0.7,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3570000000.0
2023-12-06,0.93,0.0,1.2,0.0,0.7,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,3570000000.0
2023-12-05,0.93,0.0,1.2,0.0,0.7,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,3570000000.0
2023-12-04,0.93,0.0,1.2,0.0,0.6,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3570000000.0
2023-12-03,0.93,0.0,1.2,0.0,0.6,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3570000000.0
2023-12-02,0.93,0.0,1.2,0.0,0.6,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3570000000.0
2023-12-01,0.93,0.0,1.2,0.0,0.6,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3570000000.0
2023-11-30,0.93,0.0,1.11,0.0,0.6,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,3570000000.0
2023-11-29,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-28,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-27,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-26,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-25,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-24,0.93,0.0,1.11,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3570000000.0
2023-11-23,0.93,0.0,1.01,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3570000000.0
2023-11-22,0.93,0.0,1.01,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3570000000.0
2023-11-21,0.93,0.0,0.9,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0300000000000002,3570000000.0
2023-11-20,0.93,0.0,0.9,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0300000000000002,3570000000.0
2023-11-19,0.93,0.0,0.88,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100000000000002,3570000000.0
2023-11-18,0.93,0.0,0.88,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100000000000002,3570000000.0
2023-11-17,0.93,0.0,0.88,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100000000000002,3570000000.0
2023-11-16,0.93,0.0,0.88,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100000000000002,3570000000.0
2023-11-15,0.93,0.0,0.9,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0300000000000002,3570000000.0
2023-11-14,0.86,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3570000000.0
2023-11-13,0.86,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3570000000.0
2023-11-12,0.92,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,3570000000.0
2023-11-11,0.92,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,3570000000.0
2023-11-10,0.92,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,3570000000.0
2023-11-09,0.92,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,3570000000.0
2023-11-08,0.92,0.0,0.84,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,3570000000.0
2023-11-07,0.92,0.0,0.78,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004,3570000000.0
2023-11-06,0.92,0.0,0.78,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004,3570000000.0
2023-11-05,0.92,0.0,0.78,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004,3570000000.0
2023-11-04,0.92,0.0,0.78,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004,3570000000.0
2023-11-03,0.92,0.0,0.78,0.0,0.6,0.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3570000000.0
2023-11-02,0.92,0.0,0.78,0.0,0.6,0.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3570000000.0
2023-11-01,0.87,0.0,0.8,0.0,0.6,0.49,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3570000000.0
2023-10-31,0.87,0.0,0.8,0.0,0.6,0.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,3570000000.0
2023-10-30,0.95,0.0,0.8,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,3570000000.0
2023-10-29,0.95,0.0,0.71,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,3570000000.0
2023-10-28,0.95,0.0,0.71,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,3570000000.0
2023-10-27,0.95,0.0,0.71,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,3570000000.0
2023-10-26,1.12,0.0,0.71,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,3570000000.0
2023-10-25,1.12,0.0,0.71,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,3570000000.0
2023-10-24,1.12,0.0,0.66,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3800000000000003,3570000000.0
2023-10-23,1.12,0.0,0.66,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3800000000000003,3570000000.0
2023-10-22,1.01,0.0,0.66,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,3570000000.0
2023-10-21,1.01,0.0,0.66,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,3570000000.0
2023-10-20,1.01,0.0,0.66,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,3570000000.0
2023-10-19,1.01,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3570000000.0
2023-10-18,1.01,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3570000000.0
2023-10-17,1.01,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3570000000.0
2023-10-16,0.98,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3570000000.0
2023-10-15,0.98,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3570000000.0
2023-10-14,0.98,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3570000000.0
2023-10-13,0.98,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3570000000.0
2023-10-12,0.98,0.0,0.49,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,3570000000.0
2023-10-11,0.98,0.0,0.49,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,3570000000.0
2023-10-10,0.98,0.0,0.49,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3570000000.0
2023-10-09,0.98,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3570000000.0
2023-10-08,1.12,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3570000000.0
2023-10-07,1.12,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3570000000.0
2023-10-06,1.12,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3570000000.0
