,549300DCU7KOL83B3B08,6BS8JLEICI3VGJ264L55,Q0HK1ORK3JOMOF7R6K47,549300KKLDTNOIW0NU52,549300WTVI4KO4GEJN54,549300ARVD4LVNCUBN81,2138001GBION41P49M96,213800DIZ3J3XWDIN165,-077-,Total,Market_capitalization
2025-05-08,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-07,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-06,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-05,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-04,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-03,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-02,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-05-01,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-30,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-29,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-28,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-27,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-26,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-25,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-24,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-23,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-22,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-21,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-20,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-19,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-18,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-17,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-16,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-15,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-14,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-13,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-12,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-11,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-10,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-09,0.0,0.73,0.0,1.23,0.0,0.0,0.57,1.67,0.0,4.199999999999999,353760000.0
2025-04-08,0.0,0.73,0.0,1.1,0.0,0.0,0.57,1.06,0.0,3.46,353760000.0
2025-04-07,0.0,0.73,0.0,1.1,0.0,0.0,0.57,0.77,0.0,3.17,353760000.0
2025-04-06,0.0,0.65,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.15,353760000.0
2025-04-05,0.0,0.65,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.15,353760000.0
2025-04-04,0.0,0.65,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.15,353760000.0
2025-04-03,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-04-02,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-04-01,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-31,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-30,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-29,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-28,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-27,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-26,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-25,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-24,0.0,0.52,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.02,353760000.0
2025-03-23,0.0,0.49,0.0,0.93,0.0,0.0,0.57,0.0,0.0,1.9899999999999998,353760000.0
2025-03-22,0.0,0.49,0.0,0.93,0.0,0.0,0.57,0.0,0.0,1.9899999999999998,353760000.0
2025-03-21,0.0,0.49,0.0,0.93,0.0,0.0,0.57,0.0,0.0,1.9899999999999998,353760000.0
2025-03-20,0.0,0.49,0.0,0.93,0.0,0.0,0.57,0.0,0.0,1.9899999999999998,353760000.0
2025-03-19,0.0,0.57,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.07,353760000.0
2025-03-18,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-17,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-16,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-15,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-14,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-13,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-12,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-11,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-10,0.0,0.78,0.0,0.93,0.0,0.0,0.57,0.0,0.0,2.28,353760000.0
2025-03-09,0.0,0.78,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.17,353760000.0
2025-03-08,0.0,0.78,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.17,353760000.0
2025-03-07,0.0,0.78,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.17,353760000.0
2025-03-06,0.0,0.78,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.17,353760000.0
2025-03-05,0.0,0.78,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.17,353760000.0
2025-03-04,0.0,0.88,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.27,353760000.0
2025-03-03,0.0,0.88,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.27,353760000.0
2025-03-02,0.0,0.93,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.32,353760000.0
2025-03-01,0.0,0.93,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.32,353760000.0
2025-02-28,0.0,0.93,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.32,353760000.0
2025-02-27,0.0,0.93,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.32,353760000.0
2025-02-26,0.0,0.93,0.0,0.82,0.0,0.0,0.57,0.0,0.0,2.32,353760000.0
2025-02-25,0.0,0.93,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.23,353760000.0
2025-02-24,0.0,0.93,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.23,353760000.0
2025-02-23,0.0,0.86,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.1599999999999997,353760000.0
2025-02-22,0.0,0.86,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.1599999999999997,353760000.0
2025-02-21,0.0,0.86,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.1599999999999997,353760000.0
2025-02-20,0.0,0.86,0.0,0.73,0.0,0.0,0.57,0.0,0.0,2.1599999999999997,353760000.0
2025-02-19,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-18,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-17,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-16,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-15,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-14,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-13,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-12,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-11,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-10,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-09,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-08,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-07,0.0,0.93,0.0,0.62,0.0,0.0,0.57,0.0,0.0,2.12,353760000.0
2025-02-06,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-02-05,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-02-04,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-02-03,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-02-02,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-02-01,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-01-31,0.0,0.93,0.0,0.5,0.0,0.0,0.57,0.0,0.0,2.0,353760000.0
2025-01-30,0.0,0.8,0.0,0.5,0.0,0.0,0.57,0.0,0.0,1.87,353760000.0
2025-01-29,0.0,0.8,0.0,0.5,0.0,0.0,0.61,0.0,0.0,1.9100000000000001,353760000.0
2025-01-28,0.0,0.8,0.0,0.5,0.0,0.0,0.56,0.0,0.0,1.86,353760000.0
2025-01-27,0.0,0.7,0.0,0.5,0.0,0.0,0.11,0.0,0.0,1.31,353760000.0
2025-01-26,0.0,0.7,0.0,0.5,0.0,0.0,0.11,0.0,0.0,1.31,353760000.0
2025-01-25,0.0,0.7,0.0,0.5,0.0,0.0,0.11,0.0,0.0,1.31,353760000.0
2025-01-24,0.0,0.7,0.0,0.5,0.0,0.0,0.11,0.0,0.0,1.31,353760000.0
2025-01-23,0.06,0.7,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.87,353760000.0
2025-01-22,0.06,0.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.26,353760000.0
2025-01-21,0.06,0.7,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.25,353760000.0
2025-01-20,2.01,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,3.21,353760000.0
2025-01-19,2.01,0.79,0.0,0.0,0.0,0.0,1.39,0.0,0.0,4.1899999999999995,353760000.0
2025-01-18,2.01,0.79,0.0,0.0,0.0,0.0,1.39,0.0,0.0,4.1899999999999995,353760000.0
2025-01-17,2.01,0.79,0.0,0.0,0.0,0.0,1.39,0.0,0.0,4.1899999999999995,353760000.0
2025-01-16,1.91,0.79,0.0,0.0,0.0,0.0,1.39,0.0,0.0,4.09,353760000.0
2025-01-15,1.91,0.79,0.0,0.0,0.0,0.0,1.39,0.0,0.0,4.09,353760000.0
2025-01-14,1.91,0.79,0.0,0.0,0.0,0.0,1.4,0.0,0.0,4.1,353760000.0
2025-01-13,1.83,0.79,0.0,0.0,0.0,0.0,1.87,0.0,0.0,4.49,353760000.0
2025-01-12,1.83,0.79,0.0,0.0,0.0,0.0,1.87,0.0,0.0,4.49,353760000.0
2025-01-11,1.83,0.79,0.0,0.0,0.0,0.0,1.87,0.0,0.0,4.49,353760000.0
2025-01-10,1.83,0.79,0.0,0.0,0.0,0.0,1.87,0.0,0.0,4.49,353760000.0
2025-01-09,1.96,0.79,0.0,0.0,0.0,0.0,1.57,0.0,0.0,4.32,353760000.0
2025-01-08,1.96,0.79,0.0,0.0,0.0,0.0,1.57,0.0,0.0,4.32,353760000.0
2025-01-07,1.96,0.86,0.0,0.0,0.0,0.0,1.57,0.0,0.0,4.39,353760000.0
2025-01-06,1.96,0.86,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.62,353760000.0
2025-01-05,1.96,0.86,0.0,0.0,0.0,0.0,1.91,0.0,0.0,4.7299999999999995,353760000.0
2025-01-04,1.96,0.86,0.0,0.0,0.0,0.0,1.91,0.0,0.0,4.7299999999999995,353760000.0
2025-01-03,1.96,0.86,0.0,0.0,0.0,0.0,1.91,0.0,0.0,4.7299999999999995,353760000.0
2025-01-02,1.96,0.86,0.0,0.0,0.0,0.0,1.91,0.0,0.0,4.7299999999999995,353760000.0
2025-01-01,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,353760000.0
2024-12-31,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,364290000.0
2024-12-30,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,364290000.0
2024-12-29,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,364290000.0
2024-12-28,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,364290000.0
2024-12-27,1.96,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,4.96,364290000.0
2024-12-26,2.03,0.86,0.0,0.0,0.0,0.0,2.21,0.0,0.0,5.1,364290000.0
2024-12-25,2.03,0.86,0.0,0.0,0.0,0.0,2.21,0.0,0.0,5.1,364290000.0
2024-12-24,2.03,0.86,0.0,0.0,0.0,0.45,2.21,0.0,0.0,5.55,364290000.0
2024-12-23,2.03,0.86,0.0,0.0,0.0,0.45,2.17,0.0,0.0,5.51,364290000.0
2024-12-22,2.03,0.86,0.0,0.0,0.0,0.45,2.17,0.0,0.0,5.51,364290000.0
2024-12-21,2.03,0.86,0.0,0.0,0.0,0.45,2.17,0.0,0.0,5.51,364290000.0
2024-12-20,2.03,0.86,0.0,0.0,0.0,0.45,2.17,0.0,0.0,5.51,364290000.0
2024-12-19,2.03,0.86,0.0,0.0,0.0,0.56,2.17,0.0,0.0,5.619999999999999,364290000.0
2024-12-18,2.03,0.86,0.0,0.0,0.0,0.56,0.17,0.0,0.0,3.6199999999999997,364290000.0
2024-12-17,2.03,0.86,0.0,0.0,0.0,0.56,1.61,0.0,0.0,5.06,364290000.0
2024-12-16,2.03,0.86,0.0,0.0,0.0,0.61,1.61,0.0,0.0,5.109999999999999,364290000.0
2024-12-15,2.03,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,5.0,364290000.0
2024-12-14,2.03,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,5.0,364290000.0
2024-12-13,2.03,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,5.0,364290000.0
2024-12-12,1.92,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,4.89,364290000.0
2024-12-11,1.92,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,4.89,364290000.0
2024-12-10,1.92,0.86,0.0,0.0,0.0,0.5,1.61,0.0,0.0,4.89,364290000.0
2024-12-09,1.92,0.86,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.28,364290000.0
2024-12-08,1.92,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,364290000.0
2024-12-07,1.92,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,364290000.0
2024-12-06,1.92,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,364290000.0
2024-12-05,1.84,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,364290000.0
2024-12-04,1.84,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,364290000.0
2024-12-03,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,364290000.0
2024-12-02,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,364290000.0
2024-12-01,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,364290000.0
2024-11-30,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.25,364290000.0
2024-11-29,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.25,364290000.0
2024-11-28,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.25,364290000.0
2024-11-27,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.25,364290000.0
2024-11-26,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-25,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-24,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-23,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-22,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-21,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-20,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-19,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-18,1.83,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.14,364290000.0
2024-11-17,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-16,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-15,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-14,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-13,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-12,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-11,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-10,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-09,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-08,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-07,1.88,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.32,364290000.0
2024-11-06,1.91,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.35,364290000.0
2024-11-05,2.1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.54,364290000.0
2024-11-04,2.1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.54,364290000.0
2024-11-03,2.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.53,364290000.0
2024-11-02,2.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.53,364290000.0
2024-11-01,2.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.53,364290000.0
2024-10-31,2.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.53,364290000.0
2024-10-30,2.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.53,364290000.0
2024-10-29,2.09,0.99,0.0,0.0,0.47,0.0,0.0,0.0,1.45,5.0,364290000.0
2024-10-28,2.09,0.99,0.0,0.0,0.47,0.0,0.0,0.0,1.45,5.0,364290000.0
2024-10-27,2.09,0.99,0.0,0.0,0.47,0.0,0.0,0.0,1.45,5.0,364290000.0
2024-10-26,2.09,0.99,0.0,0.0,0.47,0.0,0.0,0.0,1.45,5.0,364290000.0
2024-10-25,2.09,0.99,0.0,0.0,0.47,0.0,0.0,0.0,1.45,5.0,364290000.0
2024-10-24,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-23,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-22,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-21,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-20,2.11,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.119999999999999,364290000.0
2024-10-19,2.11,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.119999999999999,364290000.0
2024-10-18,2.11,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.119999999999999,364290000.0
2024-10-17,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-16,2.1,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.109999999999999,364290000.0
2024-10-15,2.1,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.109999999999999,364290000.0
2024-10-14,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-13,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-12,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-11,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-10,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-09,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-08,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-07,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-06,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-05,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-04,2.09,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1,364290000.0
2024-10-03,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,364290000.0
2024-10-02,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,364290000.0
2024-10-01,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,364290000.0
2024-09-30,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,233740000.0
2024-09-29,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,233740000.0
2024-09-28,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,233740000.0
2024-09-27,2.18,0.99,0.0,0.0,0.57,0.0,0.0,0.0,1.45,5.1899999999999995,233740000.0
