,<05,<1,<2,<5,>=5,GB,Market_capitalization,NL,US,Total
2023-12-27,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-26,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-25,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-24,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-23,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-22,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-21,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-20,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-19,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-18,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-17,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-16,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-15,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-14,3,0,0,0,0,0.0,20480000000.0,0.0,0.0,0.0
2023-12-13,3,0,0,0,0,0.03,20480000000.0,0.0,0.0,0.03
2023-12-12,3,0,0,0,0,0.03,20480000000.0,0.0,0.0,0.03
2023-12-11,3,0,0,0,0,0.03,20480000000.0,0.24,0.0,0.27
2023-12-10,2,1,0,0,0,0.03,20480000000.0,0.24,0.0,0.27
2023-12-09,2,1,0,0,0,0.03,20480000000.0,0.24,0.0,0.27
2023-12-08,2,1,0,0,0,0.03,20480000000.0,0.24,0.0,0.27
2023-12-07,2,1,0,0,0,0.03,20480000000.0,0.24,0.0,0.27
2023-12-06,1,2,0,0,0,0.03,20480000000.0,0.49,0.0,0.52
2023-12-05,1,2,0,0,0,0.03,20480000000.0,0.49,0.0,0.52
2023-12-04,1,2,0,0,0,0.03,20480000000.0,0.54,0.0,0.5700000000000001
2023-12-03,1,2,0,0,0,0.02,20480000000.0,0.57,0.0,0.59
2023-12-02,1,2,0,0,0,0.02,20480000000.0,0.57,0.0,0.59
2023-12-01,1,2,0,0,0,0.02,20480000000.0,0.57,0.0,0.59
2023-11-30,1,2,0,0,0,0.02,20480000000.0,0.57,0.0,0.59
2023-11-29,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-28,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-27,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-26,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-25,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-24,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-23,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-22,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-21,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-20,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-19,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-18,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-17,1,2,0,0,0,0.0,20480000000.0,0.69,0.0,0.69
2023-11-16,1,2,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-15,1,2,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-14,1,2,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-13,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-12,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-11,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-10,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-09,0,3,0,0,0,0.03,20480000000.0,0.69,0.0,0.72
2023-11-08,0,2,1,0,0,0.28,20480000000.0,0.69,0.0,0.97
2023-11-07,0,2,1,0,0,0.28,20480000000.0,0.69,0.0,0.97
2023-11-06,0,2,1,0,0,0.28,20480000000.0,0.69,0.0,0.97
2023-11-05,0,2,1,0,0,0.28,20480000000.0,0.74,0.0,1.02
2023-11-04,0,2,1,0,0,0.28,20480000000.0,0.74,0.0,1.02
2023-11-03,0,2,1,0,0,0.28,20480000000.0,0.74,0.0,1.02
2023-11-02,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-11-01,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-10-31,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-10-30,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-10-29,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-10-28,0,2,1,0,0,0.28,20480000000.0,0.84,0.0,1.12
2023-10-27,0,2,1,0,0,0.28,20480000000.0,0.84,0.03,1.1500000000000001
2023-10-26,0,2,1,0,0,0.28,20480000000.0,0.84,0.03,1.1500000000000001
2023-10-25,0,2,1,0,0,0.28,20480000000.0,0.84,0.03,1.1500000000000001
2023-10-24,0,1,2,0,0,0.28,20480000000.0,0.84,0.03,1.1500000000000001
2023-10-23,0,1,2,0,0,0.28,20480000000.0,0.84,0.03,1.1500000000000001
2023-10-22,0,1,2,0,0,0.28,20480000000.0,0.8,0.03,1.11
2023-10-21,0,1,2,0,0,0.28,20480000000.0,0.8,0.03,1.11
2023-10-20,0,1,2,0,0,0.28,20480000000.0,0.8,0.03,1.11
2023-10-19,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-18,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-17,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-16,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-15,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-14,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-13,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-12,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-11,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-10,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-09,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-08,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-07,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-06,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-05,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-04,0,2,1,0,0,0.03,20480000000.0,0.76,0.03,0.8200000000000001
2023-10-03,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-10-02,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-10-01,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-30,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-29,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-28,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-27,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-26,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-25,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-24,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-23,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-22,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-21,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-20,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-19,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-18,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-17,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-16,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-15,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-14,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-13,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-12,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-11,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-10,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-09,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-08,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-07,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-06,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-05,0,3,0,0,0,0.0,20480000000.0,0.76,0.04,0.8
2023-09-04,0,2,1,0,0,0.25,20480000000.0,0.76,0.04,1.05
2023-09-03,0,2,1,0,0,0.25,20480000000.0,0.76,0.04,1.05
2023-09-02,0,2,1,0,0,0.25,20480000000.0,0.76,0.04,1.05
2023-09-01,0,2,1,0,0,0.25,20480000000.0,0.76,0.04,1.05
2023-08-31,0,1,2,0,0,0.27,20480000000.0,0.76,0.04,1.07
2023-08-30,0,1,2,0,0,0.28,20480000000.0,0.76,0.04,1.08
2023-08-29,0,1,2,0,0,0.28,20480000000.0,0.76,0.04,1.08
2023-08-28,0,2,1,0,0,0.03,20480000000.0,0.76,0.04,0.8300000000000001
2023-08-27,0,2,1,0,0,0.03,20480000000.0,0.76,0.04,0.8300000000000001
2023-08-26,0,2,1,0,0,0.03,20480000000.0,0.76,0.04,0.8300000000000001
2023-08-25,0,2,1,0,0,0.03,20480000000.0,0.76,0.04,0.8300000000000001
2023-08-24,0,2,1,0,0,0.03,20480000000.0,0.76,0.04,0.8300000000000001
2023-08-23,0,1,2,0,0,0.24,20480000000.0,0.76,0.04,1.04
2023-08-22,0,1,2,0,0,0.24,20480000000.0,0.76,0.04,1.04
2023-08-21,0,1,2,0,0,0.24,20480000000.0,0.76,0.04,1.04
2023-08-20,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-19,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-18,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-17,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-16,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-15,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-14,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-13,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-12,0,1,2,0,0,0.29,20480000000.0,0.76,0.04,1.09
2023-08-11,0,1,2,0,0,0.5,20480000000.0,0.76,0.04,1.3
2023-08-10,0,1,2,0,0,0.5,20480000000.0,0.76,0.04,1.3
2023-08-09,0,1,2,0,0,0.5,20480000000.0,0.76,0.04,1.3
2023-08-08,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-07,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-06,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-05,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-04,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-03,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-02,0,1,2,0,0,0.52,20480000000.0,0.76,0.04,1.32
2023-08-01,0,1,2,0,0,0.29,20480000000.0,0.8,0.04,1.1300000000000001
2023-07-31,0,1,2,0,0,0.29,20480000000.0,0.8,0.04,1.1300000000000001
2023-07-30,0,1,2,0,0,0.29,20480000000.0,0.82,0.04,1.15
2023-07-29,0,1,2,0,0,0.29,20480000000.0,0.82,0.04,1.15
2023-07-28,0,1,2,0,0,0.29,20480000000.0,0.82,0.04,1.15
2023-07-27,0,1,2,0,0,0.29,20480000000.0,0.82,0.04,1.15
2023-07-26,1,0,2,0,0,0.29,20480000000.0,0.39,0.04,0.72
2023-07-25,1,0,2,0,0,0.5,20480000000.0,0.39,0.04,0.93
2023-07-24,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-23,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-22,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-21,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-20,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-19,1,0,1,1,0,0.51,20480000000.0,0.39,0.04,0.9400000000000001
2023-07-18,1,0,1,1,0,0.76,20480000000.0,0.39,0.04,1.19
2023-07-17,1,0,1,1,0,0.76,20480000000.0,0.39,0.04,1.19
2023-07-16,1,0,1,1,0,0.76,20480000000.0,0.39,0.04,1.19
2023-07-15,1,0,1,1,0,0.76,20480000000.0,0.39,0.04,1.19
2023-07-14,1,0,1,1,0,0.76,20480000000.0,0.39,0.04,1.19
2023-07-13,1,0,1,1,0,0.76,20480000000.0,0.39,0.25,1.4
2023-07-12,1,0,2,0,0,0.49,20480000000.0,0.39,0.25,1.13
2023-07-11,0,1,2,0,0,0.56,20480000000.0,0.39,0.25,1.2000000000000002
2023-07-10,0,1,2,0,0,0.53,20480000000.0,0.39,0.28,1.2000000000000002
2023-07-09,0,1,2,0,0,0.53,20480000000.0,0.39,0.28,1.2000000000000002
2023-07-08,0,1,2,0,0,0.53,20480000000.0,0.39,0.28,1.2000000000000002
2023-07-07,0,0,3,0,0,0.76,20480000000.0,0.39,0.28,1.43
2023-07-06,0,0,3,0,0,0.78,20480000000.0,0.39,0.28,1.45
2023-07-05,0,0,3,0,0,0.78,20480000000.0,0.39,0.28,1.45
2023-07-04,0,0,3,0,0,0.84,20480000000.0,0.39,0.28,1.51
2023-07-03,0,0,3,0,0,0.84,20480000000.0,0.39,0.28,1.51
2023-07-02,0,0,3,0,0,0.82,20480000000.0,0.39,0.28,1.49
2023-07-01,0,0,3,0,0,0.82,20480000000.0,0.39,0.28,1.49
2023-06-30,0,0,3,0,0,0.82,20480000000.0,0.39,0.28,1.49
2023-06-29,0,0,3,0,0,0.89,20480000000.0,0.39,0.28,1.56
2023-06-28,0,1,2,0,0,0.87,20480000000.0,0.39,0.28,1.54
2023-06-27,0,1,1,1,0,1.08,20480000000.0,0.39,0.28,1.7500000000000002
2023-06-26,0,1,1,1,0,1.09,20480000000.0,0.39,0.28,1.76
2023-06-25,0,1,1,1,0,1.09,20480000000.0,0.39,0.28,1.76
2023-06-24,0,1,1,1,0,1.09,20480000000.0,0.39,0.28,1.76
2023-06-23,0,1,1,1,0,1.09,20480000000.0,0.39,0.28,1.76
2023-06-22,0,1,1,1,0,0.9,20480000000.0,0.39,0.28,1.57
2023-06-21,0,1,1,1,0,0.9,20480000000.0,0.39,0.28,1.57
2023-06-20,0,1,1,1,0,0.95,20480000000.0,0.39,0.28,1.6199999999999999
2023-06-19,0,1,1,1,0,0.95,20480000000.0,0.39,0.28,1.6199999999999999
2023-06-18,0,1,1,1,0,0.99,20480000000.0,0.39,0.28,1.66
2023-06-17,0,1,1,1,0,0.99,20480000000.0,0.39,0.28,1.66
2023-06-16,0,1,1,1,0,0.99,20480000000.0,0.39,0.28,1.66
2023-06-15,0,1,1,1,0,0.99,20480000000.0,0.39,0.28,1.66
2023-06-14,0,1,1,1,0,1.01,20480000000.0,0.39,0.29,1.69
2023-06-13,0,1,1,1,0,1.01,20480000000.0,0.39,0.29,1.69
2023-06-12,0,1,1,1,0,1.01,20480000000.0,0.39,0.29,1.69
2023-06-11,0,1,1,1,0,1.02,20480000000.0,0.39,0.29,1.7000000000000002
2023-06-10,0,1,1,1,0,1.02,20480000000.0,0.39,0.29,1.7000000000000002
2023-06-09,0,1,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-06-08,0,1,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-06-07,0,1,1,1,0,1.24,20480000000.0,0.39,0.29,1.92
2023-06-06,0,1,1,1,0,1.26,20480000000.0,0.39,0.29,1.94
2023-06-05,0,1,1,1,0,1.26,20480000000.0,0.39,0.29,1.94
2023-06-04,1,0,1,1,0,1.26,20480000000.0,0.39,0.26,1.91
2023-06-03,1,0,1,1,0,1.26,20480000000.0,0.39,0.26,1.91
2023-06-02,1,0,1,1,0,1.26,20480000000.0,0.39,0.26,1.91
2023-06-01,1,0,1,1,0,1.26,20480000000.0,0.39,0.26,1.91
2023-05-31,1,0,1,1,0,1.26,20480000000.0,0.39,0.26,1.91
2023-05-30,1,0,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-29,1,0,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-28,1,0,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-27,1,0,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-26,1,0,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-25,0,1,1,1,0,1.25,20480000000.0,0.39,0.29,1.9300000000000002
2023-05-24,0,1,1,1,0,1.25,20480000000.0,0.39,0.25,1.8900000000000001
2023-05-23,0,1,1,1,0,1.25,20480000000.0,0.39,0.25,1.8900000000000001
2023-05-22,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-21,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-20,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-19,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-18,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-17,0,1,1,1,0,1.26,20480000000.0,0.39,0.25,1.9
2023-05-16,0,1,1,1,0,1.47,20480000000.0,0.39,0.25,2.11
2023-05-15,0,1,1,1,0,1.21,20480000000.0,0.39,0.28,1.8800000000000001
2023-05-14,0,1,1,1,0,1.21,20480000000.0,0.39,0.28,1.8800000000000001
2023-05-13,0,1,1,1,0,1.21,20480000000.0,0.39,0.28,1.8800000000000001
2023-05-12,0,1,1,1,0,1.21,20480000000.0,0.39,0.28,1.8800000000000001
2023-05-11,0,1,1,1,0,1.25,20480000000.0,0.39,0.28,1.9200000000000002
2023-05-10,1,0,1,1,0,1.25,20480000000.0,0.39,0.26,1.9000000000000001
2023-05-09,1,0,1,1,0,1.25,20480000000.0,0.39,0.26,1.9000000000000001
2023-05-08,1,0,1,1,0,1.27,20480000000.0,0.39,0.26,1.9200000000000002
2023-05-07,1,0,1,1,0,1.23,20480000000.0,0.39,0.26,1.8800000000000001
2023-05-06,1,0,1,1,0,1.23,20480000000.0,0.39,0.26,1.8800000000000001
2023-05-05,1,0,1,1,0,1.23,20480000000.0,0.39,0.26,1.8800000000000001
2023-05-04,1,0,1,1,0,1.23,20480000000.0,0.39,0.26,1.8800000000000001
2023-05-03,1,1,0,1,0,0.97,20480000000.0,0.39,0.26,1.6199999999999999
2023-05-02,1,1,0,1,0,0.97,20480000000.0,0.39,0.26,1.6199999999999999
2023-05-01,2,0,0,1,0,0.57,20480000000.0,0.39,0.26,1.22
2023-04-30,2,0,0,1,0,0.57,20480000000.0,0.39,0.26,1.22
