,<05,<1,<2,<5,>=5,GB,IT,JE,Market_capitalization,NL,US,Total
2024-09-13,1,0,1,1,0,0.0,0.75,0.13,9630000000.0,0.0,0.16,1.04
2024-09-12,1,0,1,1,0,0.12,0.75,0.13,9630000000.0,0.0,0.16,1.16
2024-09-11,1,0,1,1,0,0.12,0.75,0.13,9630000000.0,0.0,0.16,1.16
2024-09-10,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-09,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-08,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-07,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-06,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-05,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-04,1,0,1,1,0,0.13,0.75,0.13,9630000000.0,0.0,0.16,1.17
2024-09-03,1,0,1,1,0,0.15,0.75,0.13,9630000000.0,0.0,0.16,1.19
2024-09-02,1,0,1,1,0,0.15,0.75,0.13,9630000000.0,0.0,0.16,1.19
2024-09-01,1,0,1,1,0,0.18,0.75,0.13,9630000000.0,0.0,0.16,1.22
2024-08-31,1,0,1,1,0,0.18,0.75,0.13,9630000000.0,0.0,0.16,1.22
2024-08-30,1,0,1,1,0,0.18,0.75,0.13,9630000000.0,0.0,0.16,1.22
2024-08-29,1,0,1,1,0,0.25,0.75,0.13,9630000000.0,0.0,0.16,1.2899999999999998
2024-08-28,1,0,1,1,0,0.28,0.75,0.11,9630000000.0,0.0,0.16,1.3
2024-08-27,1,0,1,1,0,0.28,0.75,0.11,9630000000.0,0.0,0.09,1.2300000000000002
2024-08-26,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.09,1.2400000000000002
2024-08-25,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.09,1.2400000000000002
2024-08-24,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.09,1.2400000000000002
2024-08-23,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.09,1.2400000000000002
2024-08-22,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-21,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-20,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-19,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-18,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-17,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-16,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-15,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-14,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.07,1.2200000000000002
2024-08-13,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-12,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-11,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-10,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-09,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-08,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-07,1,0,1,1,0,0.29,0.75,0.11,9630000000.0,0.0,0.0,1.1500000000000001
2024-08-06,1,0,1,1,0,0.21,0.75,0.11,9630000000.0,0.0,0.0,1.07
2024-08-05,1,0,1,1,0,0.21,0.75,0.11,9630000000.0,0.0,0.0,1.07
2024-08-04,1,0,1,1,0,0.21,0.75,0.11,9630000000.0,0.0,0.0,1.07
2024-08-03,1,0,1,1,0,0.21,0.75,0.11,9630000000.0,0.0,0.0,1.07
2024-08-02,1,0,1,1,0,0.21,0.75,0.11,9630000000.0,0.0,0.0,1.07
2024-08-01,1,0,1,1,0,0.21,0.75,0.1,9630000000.0,0.0,0.0,1.06
2024-07-31,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-30,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-29,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-28,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-27,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-26,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-25,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-24,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-23,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-22,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-21,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-20,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-19,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-18,1,0,1,1,0,0.26,0.75,0.1,9630000000.0,0.0,0.0,1.11
2024-07-17,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-16,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-15,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-14,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-13,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-12,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-11,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-10,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-09,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-08,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-07-07,2,0,0,1,0,0.25,0.0,0.1,9630000000.0,0.0,0.0,0.35
2024-07-06,2,0,0,1,0,0.25,0.0,0.1,9630000000.0,0.0,0.0,0.35
2024-07-05,2,0,0,1,0,0.25,0.0,0.1,9630000000.0,0.0,0.0,0.35
2024-07-04,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-07-03,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-07-02,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-07-01,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-30,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-29,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-28,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-27,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-26,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-25,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-24,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-23,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-22,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-21,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-20,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-19,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-18,2,0,0,1,0,0.24,0.0,0.1,9630000000.0,0.0,0.0,0.33999999999999997
2024-06-17,2,0,0,1,0,0.25,0.0,0.1,9630000000.0,0.0,0.0,0.35
2024-06-16,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-15,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-14,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-13,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-12,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-11,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-10,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-09,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-08,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-07,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-06,2,0,0,1,0,0.26,0.0,0.1,9630000000.0,0.0,0.0,0.36
2024-06-05,2,0,0,1,0,0.33,0.0,0.1,9630000000.0,0.0,0.0,0.43000000000000005
2024-06-04,2,0,0,1,0,0.4,0.0,0.1,9630000000.0,0.0,0.0,0.5
2024-06-03,2,0,0,1,0,0.4,0.0,0.1,9630000000.0,0.0,0.0,0.5
2024-06-02,2,0,0,1,0,0.4,0.0,0.1,9630000000.0,0.0,0.0,0.5
2024-06-01,2,0,0,1,0,0.4,0.0,0.1,9630000000.0,0.0,0.0,0.5
2024-05-31,2,0,0,1,0,0.4,0.0,0.1,9630000000.0,0.0,0.0,0.5
2024-05-30,2,0,0,0,1,0.43,0.0,0.1,9630000000.0,0.0,0.21,0.74
2024-05-29,2,0,0,0,1,0.43,0.0,0.1,9630000000.0,0.0,0.19,0.72
2024-05-28,2,0,0,1,0,0.43,0.0,0.1,9630000000.0,0.0,0.18,0.71
2024-05-27,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.16,0.7000000000000001
2024-05-26,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.14,0.67
2024-05-25,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.14,0.67
2024-05-24,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.14,0.67
2024-05-23,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.13,0.66
2024-05-22,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.11,0.64
2024-05-21,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.1,0.63
2024-05-20,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.09,0.62
2024-05-19,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.09,0.63
2024-05-18,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.09,0.63
2024-05-17,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.09,0.63
2024-05-16,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.09,0.63
2024-05-15,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.07,0.6200000000000001
2024-05-14,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.07,0.6200000000000001
2024-05-13,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.0,0.55
2024-05-12,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.0,0.55
2024-05-11,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.0,0.55
2024-05-10,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.0,0.55
2024-05-09,2,0,0,1,0,0.44,0.0,0.11,9630000000.0,0.0,0.0,0.55
2024-05-08,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.0,0.54
2024-05-07,2,0,0,1,0,0.43,0.0,0.11,9630000000.0,0.0,0.0,0.54
2024-05-06,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.0,0.53
2024-05-05,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.0,0.53
2024-05-04,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.0,0.53
2024-05-03,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.0,0.53
2024-05-02,2,0,0,1,0,0.42,0.0,0.11,9630000000.0,0.0,0.0,0.53
2024-05-01,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-30,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-29,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-28,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-27,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-26,2,0,0,1,0,0.37,0.0,0.11,9630000000.0,0.0,0.0,0.48
2024-04-25,2,0,0,1,0,0.28,0.0,0.11,9630000000.0,0.0,0.0,0.39
2024-04-24,2,0,0,1,0,0.27,0.0,0.11,9630000000.0,0.0,0.0,0.38
2024-04-23,2,0,0,1,0,0.27,0.0,0.11,9630000000.0,0.0,0.0,0.38
2024-04-22,2,0,0,1,0,0.21,0.0,0.11,9630000000.0,0.0,0.0,0.32
2024-04-21,2,0,0,1,0,0.21,0.0,0.11,9630000000.0,0.0,0.0,0.32
2024-04-20,2,0,0,1,0,0.21,0.0,0.11,9630000000.0,0.0,0.0,0.32
2024-04-19,2,0,0,1,0,0.21,0.0,0.11,9630000000.0,0.0,0.0,0.32
2024-04-18,2,0,0,1,0,0.21,0.0,0.1,9630000000.0,0.0,0.07,0.38
2024-04-17,2,0,0,1,0,0.14,0.0,0.1,9630000000.0,0.0,0.07,0.31000000000000005
2024-04-16,2,0,0,1,0,0.13,0.0,0.1,9630000000.0,0.0,0.07,0.30000000000000004
2024-04-15,2,0,1,0,0,0.1,0.0,0.1,9630000000.0,0.0,0.07,0.27
2024-04-14,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-13,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-12,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-11,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-10,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-09,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-08,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-07,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-06,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-05,2,0,1,0,0,0.08,0.0,0.1,9630000000.0,0.0,0.07,0.25
2024-04-04,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.07,0.24
2024-04-03,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.07,0.24
2024-04-02,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.07,0.24
2024-04-01,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-31,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-30,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-29,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-28,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-27,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-26,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-25,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-24,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-23,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-22,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-21,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-20,2,0,1,0,0,0.08,0.0,0.09,9630000000.0,0.0,0.0,0.16999999999999998
2024-03-19,2,0,1,0,0,0.1,0.0,0.09,9630000000.0,0.0,0.0,0.19
2024-03-18,2,0,0,1,0,0.21,0.0,0.09,9630000000.0,0.0,0.0,0.3
2024-03-17,2,0,0,1,0,0.23,0.0,0.07,9630000000.0,0.0,0.0,0.30000000000000004
2024-03-16,2,0,0,1,0,0.23,0.0,0.07,9630000000.0,0.0,0.0,0.30000000000000004
2024-03-15,2,0,0,1,0,0.23,0.0,0.07,9630000000.0,0.0,0.0,0.30000000000000004
2024-03-14,2,0,0,1,0,0.23,0.0,0.07,9630000000.0,0.0,0.0,0.30000000000000004
2024-03-13,2,0,0,1,0,0.24,0.0,0.07,9630000000.0,0.0,0.0,0.31
2024-03-12,2,0,0,1,0,0.24,0.0,0.07,9630000000.0,0.0,0.0,0.31
2024-03-11,2,0,1,0,0,0.24,0.0,0.0,9630000000.0,0.0,0.0,0.24
2024-03-10,2,0,1,0,0,0.25,0.0,0.0,9630000000.0,0.0,0.0,0.25
2024-03-09,2,0,1,0,0,0.25,0.0,0.0,9630000000.0,0.0,0.0,0.25
2024-03-08,2,0,1,0,0,0.25,0.0,0.0,9630000000.0,0.0,0.0,0.25
2024-03-07,2,0,1,0,0,0.25,0.0,0.0,9630000000.0,0.0,0.0,0.25
2024-03-06,2,0,1,0,0,0.25,0.0,0.0,9630000000.0,0.0,0.0,0.25
2024-03-05,2,0,1,0,0,0.24,0.0,0.0,9630000000.0,0.0,0.0,0.24
2024-03-04,2,0,1,0,0,0.23,0.0,0.0,9630000000.0,0.0,0.0,0.23
2024-03-03,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-03-02,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-03-01,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-29,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-28,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-27,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-26,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-25,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-24,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-23,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-22,2,0,1,0,0,0.2,0.0,0.0,9630000000.0,0.0,0.0,0.2
2024-02-21,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-20,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-19,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-18,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-17,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-16,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-15,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-14,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-13,2,1,0,0,0,0.13,0.0,0.0,9630000000.0,0.0,0.0,0.13
2024-02-12,2,1,0,0,0,0.1,0.0,0.0,9630000000.0,0.0,0.0,0.1
2024-02-11,2,1,0,0,0,0.08,0.0,0.0,9630000000.0,0.0,0.0,0.08
2024-02-10,2,1,0,0,0,0.08,0.0,0.0,9630000000.0,0.0,0.0,0.08
2024-02-09,2,1,0,0,0,0.08,0.0,0.0,9630000000.0,0.0,0.0,0.08
2024-02-08,2,1,0,0,0,0.08,0.0,0.0,9630000000.0,0.0,0.0,0.08
2024-02-07,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-06,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-05,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-04,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-03,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-02,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-02-01,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-31,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-30,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-29,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-28,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-27,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-26,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-25,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-24,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-23,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-22,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-21,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-20,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-19,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-18,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-17,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
2024-01-16,3,0,0,0,0,0.0,0.0,0.0,9630000000.0,0.0,0.0,0.0
