,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,HK,IE,IT,JE,Market_capitalization,NL,US,Total
2023-10-03,0.02,24,6,3,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.13,0.51
2023-10-02,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.13,0.5
2023-10-01,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.11,0.48
2023-09-30,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-29,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-28,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-27,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-26,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-25,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-24,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-23,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-22,0.02,24,5,4,4,2,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.52
2023-09-21,0.02,24,5,4,4,2,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.52
2023-09-20,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-19,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-18,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-17,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-16,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-15,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-14,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-13,0.02,25,4,4,4,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.5
2023-09-12,0.02,25,3,4,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-09-11,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-10,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-09,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-08,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-07,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.53
2023-09-06,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-05,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-04,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-03,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-02,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-01,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-31,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-30,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-29,0.02,25,3,4,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-28,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-27,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-26,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-25,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-24,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-23,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-22,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-21,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-20,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-19,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-18,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-17,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-16,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-15,0.02,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-14,0.02,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-13,0.02,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-12,0.02,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-11,0.02,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-10,0.02,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-09,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-08,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-07,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-06,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-05,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-04,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-03,0.01,24,5,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-02,0.01,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.49
2023-08-01,0.01,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.49
2023-07-31,0.01,23,6,3,6,1,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-07-30,0.01,22,6,4,6,1,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-07-29,0.01,22,6,4,6,1,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-07-28,0.01,22,6,4,6,1,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-07-27,0.01,22,6,5,5,1,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-07-26,0.01,22,6,5,5,1,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-07-25,0.01,22,6,5,5,1,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.52
2023-07-24,0.01,22,6,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.53
2023-07-23,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-22,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-21,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-20,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-19,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-18,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-17,0.02,21,7,5,4,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.54
2023-07-16,0.02,21,7,5,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-07-15,0.02,21,7,5,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-07-14,0.02,21,7,5,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-07-13,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-12,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-11,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-10,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-09,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-08,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-07,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-06,0.02,21,7,5,5,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-05,0.01,22,6,4,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-07-04,0.01,22,6,4,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-07-03,0.01,22,6,4,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-07-02,0.01,23,5,4,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.52
2023-07-01,0.01,23,5,4,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.52
2023-06-30,0.01,23,5,4,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.52
2023-06-29,0.01,23,5,4,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.53
2023-06-28,0.01,23,5,4,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.53
2023-06-27,0.01,23,6,3,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-26,0.01,23,7,2,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-25,0.01,23,7,2,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-24,0.01,23,7,2,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-23,0.01,23,7,2,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-22,0.01,23,7,2,5,2,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.54
2023-06-21,0.01,24,6,2,5,2,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.1,0.53
2023-06-20,0.01,24,6,2,5,2,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.09,0.51
2023-06-19,0.01,23,7,2,5,2,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-18,0.01,23,7,2,5,2,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-17,0.01,23,7,2,5,2,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-16,0.01,23,7,2,5,2,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-15,0.01,23,7,2,5,2,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.14,0.55
2023-06-14,0.01,23,7,2,6,1,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-13,0.01,23,7,2,6,1,0.01,0.05,0.0,0.29,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.54
2023-06-12,0.01,23,6,3,6,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.55
2023-06-11,0.01,23,6,3,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.14,0.5700000000000001
2023-06-10,0.01,23,6,3,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.14,0.5700000000000001
2023-06-09,0.01,23,6,3,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.15,0.58
2023-06-08,0.01,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.15,0.59
2023-06-07,0.01,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.58
2023-06-06,0.0,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-06-05,0.0,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-06-04,0.0,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-06-03,0.0,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-06-02,0.0,23,6,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-06-01,0.0,24,5,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-05-31,0.0,24,5,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.57
2023-05-30,0.0,24,5,3,6,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5599999999999999
2023-05-29,0.0,24,5,4,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5499999999999999
2023-05-28,0.0,24,5,4,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5499999999999999
2023-05-27,0.0,24,5,4,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5499999999999999
2023-05-26,0.0,24,5,4,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5499999999999999
2023-05-25,0.0,24,5,4,5,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5499999999999999
2023-05-24,0.0,24,5,5,4,1,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,144281090000.0,0.04,0.15,0.5599999999999999
2023-05-23,0.0,23,6,5,4,1,0.01,0.05,0.0,0.3,0.0,0.0,0.0,0.0,144281090000.0,0.08,0.15,0.59
2023-05-22,0.0,24,6,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.08,0.14,0.54
2023-05-21,0.0,23,7,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.14,0.53
2023-05-20,0.0,22,8,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-19,0.0,22,8,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-18,0.0,22,8,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-17,0.0,22,8,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-16,0.0,23,7,4,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-15,0.0,24,7,3,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.16,0.55
2023-05-14,0.0,24,7,3,4,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.53
2023-05-13,0.0,24,7,3,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.54
2023-05-12,0.0,24,7,3,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.54
2023-05-11,0.0,24,7,3,4,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.53
2023-05-10,0.0,24,7,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-09,0.0,24,7,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.14,0.51
2023-05-08,0.0,24,7,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.14,0.51
2023-05-07,0.0,23,8,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-06,0.0,23,8,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-05,0.0,23,8,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-04,0.0,23,8,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-03,0.0,23,8,3,4,1,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.52
2023-05-02,0.0,22,10,2,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.54
2023-05-01,0.0,22,10,2,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.54
2023-04-30,0.0,22,10,2,4,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.07,0.15,0.54
